,Country,Year,ECCN Code,Description,Rank,Ranking
799,Japan,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,4,NLR with ECCN
800,Japan,2019,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
801,Japan,2019,7A994,Other Navigation Direction Finding Equip. Not Controlled under 7A003,6,NLR with ECCN
802,Japan,2019,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,7,NLR with ECCN
803,Japan,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",8,NLR with ECCN
804,Japan,2019,4A994,Computers Not Controlled By 4A001 or 4A003,9,NLR with ECCN
805,Japan,2019,3B992,Equip. for the Inspection/Testing of Components not Controlled by 3B002,10,NLR with ECCN
806,Korea,2019,9A610,Military Aircraft and Related Commodities,1,License
807,Korea,2019,0A606,Ground Vehicles and Related Commodities,2,License
808,Korea,2019,9A619,Military Gas Turbine Engines and Related Commodities,3,License
809,Korea,2019,7A003,Inertial Navigation Systems (Gimballed/Strapdown),4,License
810,Korea,2019,3A611,Military Electronics,5,License
811,Korea,2019,1C351,Human and Animal Pathogens and toxins,6,License
812,Korea,2019,7A611,"Navigation and Avionics equipment and systems, and ""parts"",",7,License
813,Korea,2019,1C107,"Graphite and Ceramic Materials, Other Than Those Controlled by 1C007",8,License
814,Korea,2019,9E610,"Technology Required for the Development, Production Operation, Install...",9,License
815,Korea,2019,3A001,Electronic Components,10,License
816,Korea,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
817,Korea,2019,9A610,Military Aircraft and Related Commodities,2,Exceptions
818,Korea,2019,9A619,Military Gas Turbine Engines and Related Commodities,3,Exceptions
819,Korea,2019,3A611,Military Electronics,4,Exceptions
820,Korea,2019,6A003,Cameras,5,Exceptions
821,Korea,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,6,Exceptions
822,Korea,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,7,Exceptions
823,Korea,2019,0A606,Ground Vehicles and Related Commodities,8,Exceptions
824,Korea,2019,0A614,Military Training Equipment,9,Exceptions
825,Korea,2019,5D002,"""Software"" as follows (see List of Items Controlled)",10,Exceptions
826,Korea,2019,0A617,"Miscellaneous Equip., Materials, and Related Commodities",1,NLR with ECCN
827,Korea,2019,0A987,Optical Sighting Devices for Firearms,2,NLR with ECCN
828,Korea,2019,3E102,"""Technology"" for the ""Development"" of ""Software"" Controlled by 3D101",3,NLR with ECCN
829,Korea,2019,3B001,Epitaxial Equip. for Semiconductors,4,NLR with ECCN
830,Korea,2019,0A979,"Police Helmets, Shields and Parts",5,NLR with ECCN
831,Korea,2019,4A994,Computers Not Controlled By 4A001 or 4A003,6,NLR with ECCN
832,Korea,2019,9A610,Military Aircraft and Related Commodities,7,NLR with ECCN
833,Korea,2019,9A619,Military Gas Turbine Engines and Related Commodities,8,NLR with ECCN
834,Korea,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,9,NLR with ECCN
835,Korea,2019,9B515,"Test, Inspection, and Production Equip. Specially Designed for Spacecr...",10,NLR with ECCN
836,Russia,2019,9A515,Spacecraft and Related Commodities,1,License
837,Russia,2019,2B350,Chemical Manufacturing Facilities and Equip.,2,License
838,Russia,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,3,License
839,Russia,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,4,License
840,Russia,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",5,License
841,Russia,2019,7E101,Technology for Equip./Software Controlled By 7A,6,License
842,Russia,2019,1A007,Devices Designed to Initiate Energetic Charges,7,License
843,Russia,2019,1A004,Protective and Detection Equip.,8,License
844,Russia,2019,1C006,Fluids and Lubricating Materials,9,License
845,Russia,2019,3A999,"Specific Processing Equip., N.E.S",10,License
846,Russia,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
847,Russia,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,2,Exceptions
848,Russia,2019,3A001,Electronic Components,3,Exceptions
849,Russia,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,4,Exceptions
850,Russia,2019,5D002,"""Software"" as follows (see List of Items Controlled)",5,Exceptions
851,Russia,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",6,Exceptions
852,Russia,2019,5B001,"Telecommunication Test, Inspection and Production Equip., ""Components""",7,Exceptions
853,Russia,2019,5A992,Equipment not controlled by 5A002,8,Exceptions
854,Russia,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,9,Exceptions
855,Russia,2019,9A515,Spacecraft and Related Commodities,10,Exceptions
856,Russia,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,1,NLR with ECCN
857,Russia,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,2,NLR with ECCN
858,Russia,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",3,NLR with ECCN
859,Russia,2019,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
860,Russia,2019,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,5,NLR with ECCN
861,Russia,2019,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,6,NLR with ECCN
862,Russia,2019,3A999,"Specific Processing Equip., N.E.S.",7,NLR with ECCN
863,Russia,2019,4A994,Computers Not Controlled By 4A001 or 4A003,8,NLR with ECCN
864,Russia,2019,2B999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
865,Russia,2019,1A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
866,Singapore,2019,9A610,Military Aircraft and Related Commodities,1,License
867,Singapore,2019,2B230,Pressure Transducers,2,License
868,Singapore,2019,9A619,Military Gas Turbine Engines and Related Commodities,3,License
869,Singapore,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,4,License
870,Singapore,2019,7A002,"Gyros and Angular Rate Sensors,",5,License
871,Singapore,2019,2B350,Chemical Manufacturing Facilities and Equip.,6,License
872,Singapore,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",7,License
873,Singapore,2019,3A233,Mass Spectrometers,8,License
874,Singapore,2019,2A983,Explosives Or Detonator Detection Equip.,9,License
875,Singapore,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,10,License
876,Singapore,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
877,Singapore,2019,5D002,"""Software"" as follows (see List of Items Controlled)",2,Exceptions
878,Singapore,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,3,Exceptions
879,Singapore,2019,9A610,Military Aircraft and Related Commodities,4,Exceptions
880,Singapore,2019,3A001,Electronic Components,5,Exceptions
881,Singapore,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,6,Exceptions
882,Singapore,2019,9A619,Military Gas Turbine Engines and Related Commodities,7,Exceptions
883,Singapore,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",8,Exceptions
884,Singapore,2019,1C008,Non-Fluorinated Polymeric Substances,9,Exceptions
885,Singapore,2019,3A611,Military Electronics,10,Exceptions
886,Singapore,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
887,Singapore,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,2,NLR with ECCN
888,Singapore,2019,3B991,Other Mfg/Test Equip. Not Controlled By 3B,3,NLR with ECCN
889,Singapore,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,4,NLR with ECCN
890,Singapore,2019,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
891,Singapore,2019,4A994,Computers Not Controlled By 4A001 or 4A003,6,NLR with ECCN
892,Singapore,2019,2B999,"Specific Processing Equip., N.E.S. Not Controlled under 7A003",7,NLR with ECCN
893,Singapore,2019,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,8,NLR with ECCN
894,Singapore,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",9,NLR with ECCN
895,Singapore,2019,3B992,Equip. for the Inspection/Testing of Components not controlled by 3B002,10,NLR with ECCN
896,Taiwan,2019,2B230,Pressure Transducers,1,License
897,Taiwan,2019,9A610,Military Aircraft and Related Commodities,2,License
898,Taiwan,2019,2B350,Chemical Manufacturing Facilities and Equip.,3,License
899,Taiwan,2019,9A619,Military Gas Turbine Engines and Related Commodities,4,License
900,Taiwan,2019,3B001,Epitaxial Equip. for Semiconductors,5,License
901,Taiwan,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,6,License
902,Taiwan,2019,1C350,"Chemicals, Precursors for toxic Chemical Agents",7,License
903,Taiwan,2019,3A001,Electronic Components,8,License
904,Taiwan,2019,0A614,Military Training Equipment,9,License
905,Taiwan,2019,0A987,Optical Sighting Devices for Firearms,10,License
906,Taiwan,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
907,Taiwan,2019,3A001,Electronic Components,2,Exceptions
908,Taiwan,2019,9A610,Military Aircraft and Related Commodities,3,Exceptions
909,Taiwan,2019,9A619,Military Gas Turbine Engines and Related Commodities,4,Exceptions
910,Taiwan,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,5,Exceptions
911,Taiwan,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,6,Exceptions
912,Taiwan,2019,5D002,"""Software"" as follows (see List of Items Controlled)",7,Exceptions
913,Taiwan,2019,3B001,Epitaxial Equip. for Semiconductors,8,Exceptions
914,Taiwan,2019,3C001,Hetero-Epitaxial Materials,9,Exceptions
915,Taiwan,2019,3A611,Military Electronics,10,Exceptions
916,Taiwan,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
917,Taiwan,2019,3B991,Other Mfg/Test Equip. Not Controlled By 3B,2,NLR with ECCN
918,Taiwan,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,3,NLR with ECCN
919,Taiwan,2019,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
920,Taiwan,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
921,Taiwan,2019,3B992,Equip. for the Inspection/Testing of Components not Controlled by 3B002,6,NLR with ECCN
922,Taiwan,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",7,NLR with ECCN
923,Taiwan,2019,4A994,Computers Not Controlled By 4A001 or 4A003,8,NLR with ECCN
924,Taiwan,2019,2B999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
925,Taiwan,2019,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,10,NLR with ECCN
926,Turkey,2019,9A610,Military Aircraft and Related Commodities,1,License
927,Turkey,2019,9A619,Military Gas Turbine Engines and Related Commodities,2,License
928,Turkey,2019,7A003,Inertial Navigation Systems (Gimballed/Strapdown),3,License
929,Turkey,2019,9A604,"Commodities Related to Launch Vehicles, Missiles, Rockets, torpedoes,",4,License
930,Turkey,2019,0A606,Ground Vehicles and Related Commodities,5,License
931,Turkey,2019,3A611,Military Electronics,6,License
932,Turkey,2019,9B610,"Test, Inspection, and Production Equip. and Related Commodities Specia...",7,License
933,Turkey,2019,3A001,Electronic Components,8,License
934,Turkey,2019,9B619,"Test, Inspection, and Production Equip. and Related Commodities Specia...",9,License
935,Turkey,2019,9E610,"Technology Required for the Development, Production Operation, Install...",10,License
936,Turkey,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
937,Turkey,2019,9A619,Military Gas Turbine Engines and Related Commodities,2,Exceptions
938,Turkey,2019,9A610,Military Aircraft and Related Commodities,3,Exceptions
939,Turkey,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",4,Exceptions
940,Turkey,2019,3A611,Military Electronics,5,Exceptions
941,Turkey,2019,0A606,Ground Vehicles and Related Commodities,6,Exceptions
942,Turkey,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,7,Exceptions
943,Turkey,2019,9B610,"Test, Inspection, and Production Equip. and Related Commodities Specia...",8,Exceptions
944,Turkey,2019,3A001,Electronic Components,9,Exceptions
945,Turkey,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,10,Exceptions
946,Turkey,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
947,Turkey,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,2,NLR with ECCN
948,Turkey,2019,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,3,NLR with ECCN
949,Turkey,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,4,NLR with ECCN
950,Turkey,2019,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
951,Turkey,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",6,NLR with ECCN
952,Turkey,2019,4A994,Computers Not Controlled By 4A001 or 4A003,7,NLR with ECCN
953,Turkey,2019,3A999,"Specific Processing Equip., N.E.S.",8,NLR with ECCN
954,Turkey,2019,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,9,NLR with ECCN
955,Turkey,2019,8A992,"Vessels, Marine Systems or Equip. not Controlled by 8A001 or 8A002...",10,NLR with ECCN
956,UAE,2019,3A611,Military Electronics,1,License
957,UAE,2019,9A610,Military Aircraft and Related Commodities,2,License
958,UAE,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,3,License
959,UAE,2019,0A987,Optical Sighting Devices for Firearms,4,License
960,UAE,2019,9A619,Military Gas Turbine Engines and Related Commodities,5,License
961,UAE,2019,0A606,Ground Vehicles and Related Commodities,6,License
962,UAE,2019,2B350,Chemical Manufacturing Facilities and Equip.,7,License
963,UAE,2019,1A984,"Chemical Agents, Including Tear Gas",8,License
964,UAE,2019,0A985,Discharge Type Arms and devices to administer electric shock,9,License
965,UAE,2019,0E604,"Technology Required for Items Controlled In 0A604, 08604 Or 0D604",10,License
966,UAE,2019,0A617,"Miscellaneous Equip., Materials, and Related Commodities",1,Exceptions
967,UAE,2019,0A987,Optical Sighting Devices for Firearms,2,Exceptions
968,UAE,2019,3A611,Military Electronics,3,Exceptions
969,UAE,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,4,Exceptions
970,UAE,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,5,Exceptions
971,UAE,2019,5D002,"""Sortware"" as follows (see List of Items Controlled)",6,Exceptions
972,UAE,2019,9A619,Military Gas Turbine Engines and Related Commodities,7,Exceptions
973,UAE,2019,7A611,"Navigation and Avionics equipment and systems, and ""parts"",",8,Exceptions
974,UAE,2019,0A606,Ground Vehicles and Related Commodities,9,Exceptions
975,UAE,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",10,Exceptions
976,UAE,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
977,UAE,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,2,NLR with ECCN
978,UAE,2019,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
979,UAE,2019,7A994,Other Navigation Direction Finding Equip. Not Controlled under 7A003,4,NLR with ECCN
980,UAE,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
981,UAE,2019,4A994,Computers Not Controlled By 4A001 or 4A003,6,NLR with ECCN
982,UAE,2019,2B999,"Specific Processing Equip., Ν.Ε.Σ.",7,NLR with ECCN
983,UAE,2019,1A995,Protective and Detection Equip.,8,NLR with ECCN
984,UAE,2019,8A992,"Vessels, Marine Systems or Equip. not Controlled by 8A001 or 8A002...",9,NLR with ECCN
985,UAE,2019,1A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
986,United Kingdom,2019,9A610,Military Aircraft and Related Commodities,1,License
987,United Kingdom,2019,0A606,Ground Vehicles and Related Commodities,2,License
988,United Kingdom,2019,9A619,Military Gas Turbine Engines and Related Commodities,3,License
989,United Kingdom,2019,3A611,Military Electronics,4,License
990,United Kingdom,2019,9A604,"Commodities Related to Launch Vehicles, Missiles, Rockets, torpedoes,",5,License
991,United Kingdom,2019,7A611,"Navigation and Avionics equipment and systems, and ""parts"",",6,License
992,United Kingdom,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",7,License
993,United Kingdom,2019,7A002,"Gyros and Angular Rate Sensors,",8,License
994,United Kingdom,2019,9B610,"Test, Inspection, and Production Equip. and Related Commodities Specia...",9,License
995,United Kingdom,2019,7A003,Inertial Navigation Systems (Gimballed/Strapdown),10,License
996,United Kingdom,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
997,United Kingdom,2019,9A610,Military Aircraft and Related Commodities,2,Exceptions
998,United Kingdom,2019,3A611,Military Electronics,3,Exceptions
999,United Kingdom,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,4,Exceptions
1000,United Kingdom,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,5,Exceptions
1001,United Kingdom,2019,9A619,Military Gas Turbine Engines and Related Commodities,6,Exceptions
1002,United Kingdom,2019,4A003,"""Digital Computers,"" ""Electronic assemblies"" and Related Equip. theref...",7,Exceptions
1003,United Kingdom,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",8,Exceptions
1004,United Kingdom,2019,7A611,"Navigation and Avionics equipment and systems, and ""parts"",",9,Exceptions
1005,United Kingdom,2019,6A003,Cameras,10,Exceptions
1006,United Kingdom,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
1007,United Kingdom,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,2,NLR with ECCN
1008,United Kingdom,2019,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,3,NLR with ECCN
1009,United Kingdom,2019,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
1010,United Kingdom,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
1011,United Kingdom,2019,4A994,Computers Not Controlled By 4A001 or 4A003,6,NLR with ECCN
1012,United Kingdom,2019,2B999,"Specific Processing Equip., N.E.S.",7,NLR with ECCN
1013,United Kingdom,2019,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,8,NLR with ECCN
1014,United Kingdom,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",9,NLR with ECCN
1015,United Kingdom,2019,3A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
1016,Venezuela,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,License
1017,Venezuela,2019,2B350,Chemical Manufacturing Facilities and Equip.,2,License
1018,Venezuela,2019,1A004,Protective and Detection Equip,3,License
1019,Venezuela,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1020,Venezuela,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
1021,Venezuela,2019,4A994,Computers Not Controlled By 4A001 or 4A003,2,NLR with ECCN
1022,Venezuela,2019,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
1023,Venezuela,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,4,NLR with ECCN
1024,Venezuela,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,5,NLR with ECCN
1025,Venezuela,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",6,NLR with ECCN
1026,Venezuela,2019,3A999,"Specific Processing Equip., N.E.S.",7,NLR with ECCN
1027,Venezuela,2019,0A998,"Oil and Gas Exploration Equip., Software, and Data, as Follows (See Li...",8,NLR with ECCN
1028,Venezuela,2019,7A994,Other Navigation Direction Finding Equip. Not Controlled under 7A003,9,NLR with ECCN
1029,Venezuela,2019,1A995,Protective and Detection Equip,10,NLR with ECCN
1030,World,2019,9A610,Military Aircraft and Related Commodities,1,License
1031,World,2019,9A619,Military Gas Turbine Engines and Related Commodities,2,License
1032,World,2019,2B230,Pressure Transducers,3,License
1033,World,2019,3A611,Military Electronics,4,License
1034,World,2019,0A606,Ground Vehicles and Related Commodities,5,License
1035,World,2019,0A987,Optical Sighting Devices for Firearms,6,License
1036,World,2019,2B350,Chemical Manufacturing Facilities and Equip.,7,License
1037,World,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",8,License
1038,World,2019,0A984,"Shotguns, Buckshot, Shotgun Shells",9,License
1039,World,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,10,License
1040,World,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1041,World,2019,9A610,Military Aircraft and Related Commodities,2,Exceptions
1042,World,2019,No ECCN,No ECCN is required for License Exceptions TMP*,3,Exceptions
1043,World,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,4,Exceptions
1044,World,2019,9A619,Military Gas Turbine Engines and Related Commodities,5,Exceptions
1045,World,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,6,Exceptions
1046,World,2019,3A001,Electronic Components,7,Exceptions
1047,World,2019,3A611,Military Electronics,8,Exceptions
1048,World,2019,5D002,"""Software"" as follows (see List of Items Controlled)",9,Exceptions
1049,World,2019,5B002,"""Information Security"" Test, Inspection and ""Production"" Equipment",10,Exceptions
1050,World,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,1,NLR with ECCN
1051,World,2019,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
1052,World,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,3,NLR with ECCN
1053,World,2019,4A994,Computers Not Controlled By 4A001 or 4A003,4,NLR with ECCN
1054,World,2019,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,5,NLR with ECCN
1055,World,2019,3B991,Other Mfg/Test Equip. Not Controlled By 3B,6,NLR with ECCN
1056,World,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",7,NLR with ECCN
1057,World,2019,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,8,NLR with ECCN
1058,World,2019,2B999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
1059,World,2019,3A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
1060,Canada,2020,0A987,Optical Sighting Devices for Firearms,1,License
1061,Canada,2020,0A986,Shotgun Shells (Except Buckshot Shells) and Parts,2,License
1062,Canada,2020,0A984,"Shotguns, Buckshot, Shotgun Shells",3,License
1063,Canada,2020,0A606,Ground Vehicles and Related Commodities,4,License
1064,Canada,2020,9A610,Military Aircraft and Related Commodities,5,License
1065,Canada,2020,1C351,Human and Animal Pathogens and toxins,6,License
1066,Canada,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,7,License
1067,Canada,2020,3A611,Military Electronics,8,License
1068,Canada,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,9,License
1069,Canada,2020,9A619,Military Gas Turbine Engines and Related Commodities,10,License
1070,Canada,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1071,Canada,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,2,Exceptions
1072,Canada,2020,9A610,Military Aircraft and Related Commodities,3,Exceptions
1073,Canada,2020,0A987,Optical Sighting Devices for Firearms,4,Exceptions
1074,Canada,2020,Blank,No ECCN is required for License Exceptions TMP*,5,Exceptions
1075,Canada,2020,3A001,Electronic Components,6,Exceptions
1076,Canada,2020,0A606,Ground Vehicles and Related Commodities,7,Exceptions
1077,Canada,2020,1C351,Human and Animal Pathogens and toxins,8,Exceptions
1078,Canada,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,9,Exceptions
1079,Canada,2020,3A611,Military Electronics,10,Exceptions
1080,Canada,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
1081,Canada,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,2,NLR with ECCN
1082,Canada,2020,9A610,Military Aircraft and Related Commodities,3,NLR with ECCN
1083,Canada,2020,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
1084,Canada,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
1085,Canada,2020,9A619,Military Gas Turbine Engines and Related Commodities,6,NLR with ECCN
1086,Canada,2020,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,7,NLR with ECCN
1087,Canada,2020,0A606,Ground Vehicles and Related Commodities,8,NLR with ECCN
1088,Canada,2020,3A611,Military Electronics,9,NLR with ECCN
1089,Canada,2020,4A994,Computers Not Controlled By 4A001 or 4A003,10,NLR with ECCN
1090,Germany,2020,9A610,Military Aircraft and Related Commodities,1,License
1091,Germany,2020,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,2,License
1092,Germany,2020,7A103,"Instrumentation, Navigation Equip./Systems Not",3,License
1093,Germany,2020,0A606,Ground Vehicles and Related Commodities,4,License
1094,Germany,2020,3A611,Military Electronics,5,License
1095,Germany,2020,3A001,Electronic Components,6,License
1096,Germany,2020,9A619,Military Gas Turbine Engines and Related Commodities,7,License
1097,Germany,2020,9A604,"Commodities Related to Launch Vehicles, Missiles, Rockets, torpedoes,",8,License
1098,Germany,2020,0A505,Ammunition as follows (see List of Items Controlled),9,License
1099,Germany,2020,7A003,Inertial Navigation Systems (Gimballed/Strapdown),10,License
1100,Germany,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1101,Germany,2020,9A610,Military Aircraft and Related Commodities,2,Exceptions
1102,Germany,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,3,Exceptions
1103,Germany,2020,EAR99,EAR99 Items subject to the EAR that are not elsewhere controlled,4,Exceptions
1104,Germany,2020,6A003,Cameras,5,Exceptions
1105,Germany,2020,3A611,Military Electronics,6,Exceptions
1106,Germany,2020,0A614,Military Training Equip.,7,Exceptions
1107,Germany,2020,5D002,Software as follows (see List of Items Controlled),8,Exceptions
1108,Germany,2020,9A515,Spacecraft and Related Commodities,9,Exceptions
1109,Germany,2020,No ECCN,No ECCN is required for License Exceptions TMP,10,Exceptions
1110,Germany,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,1,NLR with ECCN
1111,Germany,2020,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,2,NLR with ECCN
1112,Germany,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,3,NLR with ECCN
1113,Germany,2020,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,4,NLR with ECCN
1114,Germany,2020,3A999,"Specific Processing Equip., N.E.S.",5,NLR with ECCN
1115,Germany,2020,3B991,Other Mfg/Test Equip. Not Controlled By 3B,6,NLR with ECCN
1116,Germany,2020,3A992,General Purpose Electronic Equip. Not Controlled by 3A002,7,NLR with ECCN
1117,Germany,2020,4A994,Computers Not Controlled By 4A001 or 4A003,8,NLR with ECCN
1118,Germany,2020,2B999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
1119,Germany,2020,3A991,Electronic Devices and Components,10,NLR with ECCN
1120,Hong Kong,2020,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,1,License
1121,Hong Kong,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,2,License
1122,Hong Kong,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,3,License
1123,Hong Kong,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,4,License
1124,Hong Kong,2020,3A001,Electronic Components,5,License
1125,Hong Kong,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,6,License
1126,Hong Kong,2020,9A515,Spacecraft and Related Commodities,7,License
1127,Hong Kong,2020,1C234,"Zirconium, with a Hafnium Content",8,License
